name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
bangalore,2023-07-21,28.9,21.9,24.1,30.6,21.9,24.5,19.7,77.1,0.016,100,4.17,rain,0,0,65.2,33.4,253.4,1011.2,70.1,6.6,208.8,17.9,7,10,2023-07-21T06:02:36,2023-07-21T18:49:29,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-07-22,27.9,21,23.6,30.4,21,23.9,20.1,81.5,0.232,100,4.17,rain,0,0,76.3,27.5,250.7,1012.6,87.4,6.1,178.4,15.4,7,10,2023-07-22T06:02:51,2023-07-22T18:49:19,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-07-23,28.8,21,22.9,31.1,21,23.2,20.5,87.4,4.08,100,12.5,rain,0,0,72,29.4,255.9,1013.1,87.6,6.2,118.2,10.1,6,10,2023-07-23T06:03:06,2023-07-23T18:49:09,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-07-24,26.9,20,21.8,29.3,20,21.9,20.3,91.6,7.68,100,12.5,rain,0,0,60.1,27.5,249.2,1012.4,90.7,5.3,87.5,7.7,5,10,2023-07-24T06:03:21,2023-07-24T18:48:57,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-07-25,25.9,20,21.8,25.9,20,21.8,20.3,91.3,11.094,100,12.5,rain,0,0,47.9,24.1,259.7,1012.9,90.7,4.8,68.3,5.9,3,10,2023-07-25T06:03:36,2023-07-25T18:48:44,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-07-26,24.9,20,21.6,24.9,20,21.6,20.3,92.4,4.986,100,16.67,rain,0,0,45.4,26,255.3,1013.5,89.1,4.8,61.3,5.4,3,10,2023-07-26T06:03:50,2023-07-26T18:48:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-07-27,27.8,19,22.9,30.4,19,23.3,19.6,82.5,3.08,100,4.17,rain,0,0,57.6,26.4,255.5,1013.8,86,6.1,130.3,11.2,5,10,2023-07-27T06:04:04,2023-07-27T18:48:16,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-07-28,30.8,19,23.7,33.4,19,24.3,19.9,80.5,0.928,100,8.33,rain,0,0,57.6,24.6,258.7,1013.8,69.3,6.3,198.3,17.2,7,10,2023-07-28T06:04:17,2023-07-28T18:48:01,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-07-29,27.9,20,23.2,29.5,20,23.4,19.6,81.3,0.552,100,4.17,rain,0,0,54,22.2,266.3,1014.1,72.3,5.6,199.7,17.4,6,10,2023-07-29T06:04:31,2023-07-29T18:47:44,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-07-30,30.8,20,24.7,33.4,20,25.5,19.7,75.2,0,0,0,rain,0,0,51.1,26.2,268.8,1013.7,56.8,7.1,190.7,16.4,6,10,2023-07-30T06:04:44,2023-07-30T18:47:27,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-07-31,30.8,20.9,24.8,33.4,20.9,25.4,20.1,76.8,0.1,100,4.17,rain,0,0,49.3,29.5,260.1,1013.2,50.5,7.3,224,19.4,7,10,2023-07-31T06:04:56,2023-07-31T18:47:09,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-01,29.9,21,24.6,32.2,21,25.3,20.1,77.2,0.1,100,4.17,rain,0,0,54.7,31.6,258.7,1013.5,66.8,6.1,204.1,17.6,7,10,2023-08-01T06:05:08,2023-08-01T18:46:50,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-02,29.9,19.9,24.3,32.3,19.9,24.7,19,74,0.1,100,4.17,rain,0,0,54.4,33.6,251.9,1014,58.3,6.6,176.8,15.2,6,10,2023-08-02T06:05:20,2023-08-02T18:46:31,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-03,30.9,20,24.6,32.8,20,25.2,19.2,73.4,0.1,100,4.17,rain,0,0,54,29.5,255.3,1013.7,54.2,7.2,202.6,17.6,7,10,2023-08-03T06:05:32,2023-08-03T18:46:10,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-04,30.9,20,24.9,34.2,20,25.7,19.9,75.3,0.8,100,20.83,rain,0,0,48.6,22.5,252.8,1015,50.4,6.7,194.8,16.9,7,10,2023-08-04T06:05:43,2023-08-04T18:45:49,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-05,30.8,20,24.7,33.4,20,25.3,20,76.5,0.092,100,4.17,rain,0,0,45,25.5,251.9,1016.6,55.1,6.7,196.3,16.9,7,10,2023-08-05T06:05:54,2023-08-05T18:45:26,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-06,31.8,21,24.8,35.3,21,25.6,20.9,80.2,1.84,100,4.17,rain,0,0,38.5,25.7,260.3,1015.7,57.3,6.6,231.6,20,9,10,2023-08-06T06:06:05,2023-08-06T18:45:03,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-07,31.8,20.9,24.9,34.5,20.9,25.5,19.8,74.6,0.3,100,12.5,rain,0,0,38.9,23.6,258.5,1014.1,55.5,7.5,205.8,17.7,8,10,2023-08-07T06:06:15,2023-08-07T18:44:39,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-08,30.8,20,24.6,33.4,20,25.3,20,76.9,0.92,100,4.17,rain,0,0,37.4,18.5,257,1014.2,56.6,6.3,191.5,16.7,7,10,2023-08-08T06:06:24,2023-08-08T18:44:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-09,31.8,20.9,25.6,34.5,20.9,26.7,20.2,73.4,0.3,100,8.33,rain,0,0,34.9,22.1,277.7,1015.5,53.9,6.8,247.5,21.4,9,10,2023-08-09T06:06:34,2023-08-09T18:43:49,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-10,31.8,21,25.8,34.6,21,26.8,20.2,72.5,0.9,100,20.83,rain,0,0,31,16.6,285.2,1015.9,56.2,6.1,240.7,20.8,8,10,2023-08-10T06:06:43,2023-08-10T18:43:23,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-11,32.7,21.2,25.5,35.7,21.2,26.2,20.4,75,0.2,100,8.33,rain,0,0,28.8,16.6,284.2,1015.1,54.6,6.6,244.4,21.2,8,10,2023-08-11T06:06:51,2023-08-11T18:42:56,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-12,31.8,22,25.5,34.5,22,26.3,20.4,75.2,4,100,4.17,rain,0,0,37.8,14.8,272.2,1014.6,58.2,6.6,273.5,23.8,9,10,2023-08-12T06:07:00,2023-08-12T18:42:28,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-13,30.9,20.9,25.6,33.5,20.9,26.2,19.8,72.2,0.384,100,8.33,rain,0,0,37.8,16.7,262.7,1014.4,53.7,6.8,240.1,20.8,8,10,2023-08-13T06:07:08,2023-08-13T18:41:59,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-14,31.8,21,25.6,33.8,21,26.4,19.6,71.1,0.2,100,8.33,rain,0,0,31.7,20.1,252.2,1014.5,60.4,6.7,266.7,23,9,10,2023-08-14T06:07:15,2023-08-14T18:41:30,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-15,30.9,20.9,25.8,32.7,20.9,26.2,18.4,65.8,0,0,0,,0,0,29.2,16.6,239.2,1014.8,48.1,6.8,279.7,24,9,10,2023-08-15T06:07:22,2023-08-15T18:41:00,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-16,31.9,21,26.4,33.8,21,26.9,18.9,65.5,0,0,0,,0,0,31,18.2,254.4,1014.9,46,7,283.7,24.5,9,10,2023-08-16T06:07:29,2023-08-16T18:40:29,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-17,30.9,21.9,26.2,33.4,21.9,27,19.8,69.4,0,0,0,rain,0,0,40,22.1,262.2,1014.6,53.1,6.5,258.6,22.2,9,10,2023-08-17T06:07:35,2023-08-17T18:39:58,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-18,30.8,21,24.8,33.3,21,25.4,19.4,73.1,0.3,100,8.33,rain,0,0,42.8,26,259.7,1013.6,50.9,6.3,174.5,15,7,10,2023-08-18T06:07:41,2023-08-18T18:39:26,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-19,28.9,20,23.1,31.1,20,23.4,19.8,82.8,7.359,100,4.17,rain,0,0,50,25.9,253.9,1013,74.6,5.9,191.7,16.4,8,10,2023-08-19T06:07:47,2023-08-19T18:38:53,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-20,30.9,20,24.6,32.8,20,25.1,19.7,75.8,0.641,100,4.17,rain,0,0,38.5,24.2,269.2,1013,55.9,7.2,205.8,17.6,7,10,2023-08-20T06:07:52,2023-08-20T18:38:20,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-21,31.8,20.9,25.4,33.2,20.9,25.9,19.4,71.4,0,0,0,rain,0,0,31.7,18.4,277.8,1013,46.3,7.1,229.8,19.8,8,10,2023-08-21T06:07:58,2023-08-21T18:37:46,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-22,32.7,21,26.3,36.5,21,27.3,20.3,71.1,0.3,100,12.5,rain,0,0,25.6,13,277.6,1012.8,48.6,7,255.3,22,8,10,2023-08-22T06:08:02,2023-08-22T18:37:12,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-23,31.9,21.9,26,34.5,21.9,26.6,19.3,68.9,0,0,0,rain,0,0,29.2,18.3,259.6,1013.2,52.8,7.3,283.9,24.6,10,10,2023-08-23T06:08:07,2023-08-23T18:36:36,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-24,30.9,21,25.8,32.1,21,26.3,18.7,66.4,0,0,0,rain,0,0,32,15,262.3,1013.1,50.5,6.1,273.6,23.7,9,10,2023-08-24T06:08:11,2023-08-24T18:36:01,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-25,32.8,20,25.9,33.7,20,26.3,18.3,65.4,0,0,0,,0,0,29.2,15,249,1013.2,46.9,6.5,287.1,24.9,10,10,2023-08-25T06:08:14,2023-08-25T18:35:25,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-26,32.8,21,26.4,35.7,21,27.5,20.2,70.7,4.1,100,25,rain,0,0,29.5,18.2,258.5,1014.1,56.1,6.4,227.6,19.6,8,10,2023-08-26T06:08:18,2023-08-26T18:34:48,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-27,31,22.6,26.2,34.2,22.6,26.9,20.1,70.6,0.8,100,12.5,rain,0,0,31.7,20.2,273.5,1014.9,62.1,6.8,218.1,18.8,8,10,2023-08-27T06:08:21,2023-08-27T18:34:11,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-28,31.9,22,27,33.2,22,27.5,18.9,63.2,0.1,100,4.17,rain,0,0,34.9,20.4,264.6,1014.2,58.1,6.9,277.7,24,10,10,2023-08-28T06:08:24,2023-08-28T18:33:33,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-29,31.9,22.9,26.4,33.2,22.9,26.9,18.9,64.5,0,0,0,,0,0,33.8,16.7,278.5,1013.5,52.1,7,246.3,21.2,9,10,2023-08-29T06:08:26,2023-08-29T18:32:55,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-30,32.8,21.9,27.3,34.3,21.9,28,18.9,62.4,0,0,0,rain,0,0,33.1,16.5,289.8,1013.6,50.3,7.1,267.8,23,9,10,2023-08-30T06:08:29,2023-08-30T18:32:16,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-08-31,30.6,20,25.1,32.5,20,25.8,20.6,77.4,64.327,100,8.33,rain,0,0,24.8,14.7,236.9,1013.6,65.3,5.7,220.6,19,8,10,2023-08-31T06:08:31,2023-08-31T18:31:37,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-09-01,30.8,19,24,34.2,19,24.6,20.5,82.2,23.359,100,4.17,rain,0,0,26.6,18.4,253.1,1013.9,75.5,6.1,228.3,19.6,8,10,2023-09-01T06:08:33,2023-09-01T18:30:58,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-09-02,28.9,22,24.8,31.3,22,25.3,21,80.7,0.276,100,4.17,rain,0,0,32.4,18.5,261,1014.8,71.3,6.1,183.7,15.8,9,10,2023-09-02T06:08:34,2023-09-02T18:30:18,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-09-03,28.9,21.7,24.4,31.1,21.7,24.8,20,77.2,0.08,100,4.17,rain,0,0,36,15,272,1012.3,68.7,6.3,198.7,17.1,7,10,2023-09-03T06:08:36,2023-09-03T18:29:38,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-09-04,26.9,21,23.2,28.3,21,23.3,19.1,78.4,0.184,100,4.17,rain,0,0,50.8,24.2,269.8,1011.2,81.8,5.6,155.9,13.3,6,10,2023-09-04T06:08:37,2023-09-04T18:28:58,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-09-05,27.9,20,22.5,29.8,20,22.6,19.8,85.5,23.237,100,12.5,rain,0,0,51.8,26.2,264.9,1011.1,87.5,5.3,208.5,18.1,8,10,2023-09-05T06:08:38,2023-09-05T18:28:17,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-09-06,28,20.6,23.2,30.5,20.6,23.6,20.5,85.7,1.522,100,4.17,rain,0,0,37.4,18.5,250.4,1011.5,75.5,5.9,172.7,15,9,10,2023-09-06T06:08:39,2023-09-06T18:27:36,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-09-07,30.9,21,24.3,35,21,25.1,20.5,80.6,3.92,100,8.33,rain,0,0,38.9,22.5,252,1012.2,68.5,5.9,143.3,12.6,6,10,2023-09-07T06:08:40,2023-09-07T18:26:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-09-08,29.8,20.9,24.3,32.2,20.9,24.6,20,78.7,0.401,100,4.17,rain,0,0,53.3,25.9,242.5,1013.3,61.3,6.8,182.1,15.8,8,10,2023-09-08T06:08:41,2023-09-08T18:26:13,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-09-09,29.9,21,25,31.7,21,25.6,19.9,75,0.2,100,8.33,rain,0,0,45.7,29.4,254.4,1012.8,55.2,7.2,203.8,17.7,8,10,2023-09-09T06:08:41,2023-09-09T18:25:31,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2023-09-10,28.9,21,24.6,30.6,21,25.1,19.8,76.2,0.992,100,8.33,rain,0,0,42.8,24.2,259.3,1012.4,60.9,7.2,190.9,16.5,7,10,2023-09-10T06:08:41,2023-09-10T18:24:49,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
